,sentence_text,e1_text,e2_text,relation_type,normalized_sentence
2470,"Central Nervous System Depressants: The concomitant use of DURAGESIC  (fentanyl transdermal system) with other central nervous system depressants, including but not limited to other opioids, sedatives, hypnotics, tranquilizers (e.g., benzodiazepines), general anesthetics, phenothiazines, skeletal muscle relaxants, and alcohol, may cause respiratory depression, hypotension, and profound sedation, or potentially result in coma or death.",DURAGESIC,phenothiazines,effect,Central Nervous System Depressants: concomitant use BRAND (fentanyl transdermal system) central nervous system depressants including limited opioids sedatives hypnotics tranquilizers (e.g. benzodiazepines) general anesthetics GROUP skeletal muscle relaxants alcohol may cause respiratory depression hypotension profound sedation potentially result coma death.
2471,"Central Nervous System Depressants: The concomitant use of DURAGESIC  (fentanyl transdermal system) with other central nervous system depressants, including but not limited to other opioids, sedatives, hypnotics, tranquilizers (e.g., benzodiazepines), general anesthetics, phenothiazines, skeletal muscle relaxants, and alcohol, may cause respiratory depression, hypotension, and profound sedation, or potentially result in coma or death.",DURAGESIC,skeletal muscle relaxants,effect,Central Nervous System Depressants: concomitant use BRAND (fentanyl transdermal system) central nervous system depressants including limited opioids sedatives hypnotics tranquilizers (e.g. benzodiazepines) general anesthetics phenothiazines GROUP alcohol may cause respiratory depression hypotension profound sedation potentially result coma death.
2472,"Central Nervous System Depressants: The concomitant use of DURAGESIC  (fentanyl transdermal system) with other central nervous system depressants, including but not limited to other opioids, sedatives, hypnotics, tranquilizers (e.g., benzodiazepines), general anesthetics, phenothiazines, skeletal muscle relaxants, and alcohol, may cause respiratory depression, hypotension, and profound sedation, or potentially result in coma or death.",DURAGESIC,alcohol,effect,Central Nervous System Depressants: concomitant use BRAND (fentanyl transdermal system) central nervous system depressants including limited opioids sedatives hypnotics tranquilizers (e.g. benzodiazepines) general anesthetics phenothiazines skeletal muscle relaxants DRUG may cause respiratory depression hypotension profound sedation potentially result coma death.
2473,"Central Nervous System Depressants: The concomitant use of DURAGESIC  (fentanyl transdermal system) with other central nervous system depressants, including but not limited to other opioids, sedatives, hypnotics, tranquilizers (e.g., benzodiazepines), general anesthetics, phenothiazines, skeletal muscle relaxants, and alcohol, may cause respiratory depression, hypotension, and profound sedation, or potentially result in coma or death.",fentanyl,central nervous system depressants,effect,Central Nervous System Depressants: concomitant use DURAGESIC ( DRUG transdermal system) GROUP including limited opioids sedatives hypnotics tranquilizers (e.g. benzodiazepines) general anesthetics phenothiazines skeletal muscle relaxants alcohol may cause respiratory depression hypotension profound sedation potentially result coma death.
2474,"Central Nervous System Depressants: The concomitant use of DURAGESIC  (fentanyl transdermal system) with other central nervous system depressants, including but not limited to other opioids, sedatives, hypnotics, tranquilizers (e.g., benzodiazepines), general anesthetics, phenothiazines, skeletal muscle relaxants, and alcohol, may cause respiratory depression, hypotension, and profound sedation, or potentially result in coma or death.",fentanyl,opioids,effect,Central Nervous System Depressants: concomitant use DURAGESIC ( DRUG transdermal system) central nervous system depressants including limited GROUP sedatives hypnotics tranquilizers (e.g. benzodiazepines) general anesthetics phenothiazines skeletal muscle relaxants alcohol may cause respiratory depression hypotension profound sedation potentially result coma death.
2475,"Central Nervous System Depressants: The concomitant use of DURAGESIC  (fentanyl transdermal system) with other central nervous system depressants, including but not limited to other opioids, sedatives, hypnotics, tranquilizers (e.g., benzodiazepines), general anesthetics, phenothiazines, skeletal muscle relaxants, and alcohol, may cause respiratory depression, hypotension, and profound sedation, or potentially result in coma or death.",fentanyl,sedatives,effect,Central Nervous System Depressants: concomitant use DURAGESIC ( DRUG transdermal system) central nervous system depressants including limited opioids GROUP hypnotics tranquilizers (e.g. benzodiazepines) general anesthetics phenothiazines skeletal muscle relaxants alcohol may cause respiratory depression hypotension profound sedation potentially result coma death.
2476,"Central Nervous System Depressants: The concomitant use of DURAGESIC  (fentanyl transdermal system) with other central nervous system depressants, including but not limited to other opioids, sedatives, hypnotics, tranquilizers (e.g., benzodiazepines), general anesthetics, phenothiazines, skeletal muscle relaxants, and alcohol, may cause respiratory depression, hypotension, and profound sedation, or potentially result in coma or death.",fentanyl,hypnotics,effect,Central Nervous System Depressants: concomitant use DURAGESIC ( DRUG transdermal system) central nervous system depressants including limited opioids sedatives GROUP tranquilizers (e.g. benzodiazepines) general anesthetics phenothiazines skeletal muscle relaxants alcohol may cause respiratory depression hypotension profound sedation potentially result coma death.
2477,"Central Nervous System Depressants: The concomitant use of DURAGESIC  (fentanyl transdermal system) with other central nervous system depressants, including but not limited to other opioids, sedatives, hypnotics, tranquilizers (e.g., benzodiazepines), general anesthetics, phenothiazines, skeletal muscle relaxants, and alcohol, may cause respiratory depression, hypotension, and profound sedation, or potentially result in coma or death.",fentanyl,tranquilizers,effect,Central Nervous System Depressants: concomitant use DURAGESIC ( DRUG transdermal system) central nervous system depressants including limited opioids sedatives hypnotics GROUP (e.g. benzodiazepines) general anesthetics phenothiazines skeletal muscle relaxants alcohol may cause respiratory depression hypotension profound sedation potentially result coma death.
2478,"Central Nervous System Depressants: The concomitant use of DURAGESIC  (fentanyl transdermal system) with other central nervous system depressants, including but not limited to other opioids, sedatives, hypnotics, tranquilizers (e.g., benzodiazepines), general anesthetics, phenothiazines, skeletal muscle relaxants, and alcohol, may cause respiratory depression, hypotension, and profound sedation, or potentially result in coma or death.",fentanyl,benzodiazepines,effect,Central Nervous System Depressants: concomitant use DURAGESIC ( DRUG transdermal system) central nervous system depressants including limited opioids sedatives hypnotics tranquilizers (e.g. GROUP ) general anesthetics phenothiazines skeletal muscle relaxants alcohol may cause respiratory depression hypotension profound sedation potentially result coma death.
2479,"Central Nervous System Depressants: The concomitant use of DURAGESIC  (fentanyl transdermal system) with other central nervous system depressants, including but not limited to other opioids, sedatives, hypnotics, tranquilizers (e.g., benzodiazepines), general anesthetics, phenothiazines, skeletal muscle relaxants, and alcohol, may cause respiratory depression, hypotension, and profound sedation, or potentially result in coma or death.",fentanyl,anesthetics,effect,Central Nervous System Depressants: concomitant use DURAGESIC ( DRUG transdermal system) central nervous system depressants including limited opioids sedatives hypnotics tranquilizers (e.g. benzodiazepines) general GROUP phenothiazines skeletal muscle relaxants alcohol may cause respiratory depression hypotension profound sedation potentially result coma death.
2480,"Central Nervous System Depressants: The concomitant use of DURAGESIC  (fentanyl transdermal system) with other central nervous system depressants, including but not limited to other opioids, sedatives, hypnotics, tranquilizers (e.g., benzodiazepines), general anesthetics, phenothiazines, skeletal muscle relaxants, and alcohol, may cause respiratory depression, hypotension, and profound sedation, or potentially result in coma or death.",fentanyl,phenothiazines,effect,Central Nervous System Depressants: concomitant use DURAGESIC ( DRUG transdermal system) central nervous system depressants including limited opioids sedatives hypnotics tranquilizers (e.g. benzodiazepines) general anesthetics GROUP skeletal muscle relaxants alcohol may cause respiratory depression hypotension profound sedation potentially result coma death.
2481,"Central Nervous System Depressants: The concomitant use of DURAGESIC  (fentanyl transdermal system) with other central nervous system depressants, including but not limited to other opioids, sedatives, hypnotics, tranquilizers (e.g., benzodiazepines), general anesthetics, phenothiazines, skeletal muscle relaxants, and alcohol, may cause respiratory depression, hypotension, and profound sedation, or potentially result in coma or death.",fentanyl,skeletal muscle relaxants,effect,Central Nervous System Depressants: concomitant use DURAGESIC ( DRUG transdermal system) central nervous system depressants including limited opioids sedatives hypnotics tranquilizers (e.g. benzodiazepines) general anesthetics phenothiazines GROUP alcohol may cause respiratory depression hypotension profound sedation potentially result coma death.
2482,"Central Nervous System Depressants: The concomitant use of DURAGESIC  (fentanyl transdermal system) with other central nervous system depressants, including but not limited to other opioids, sedatives, hypnotics, tranquilizers (e.g., benzodiazepines), general anesthetics, phenothiazines, skeletal muscle relaxants, and alcohol, may cause respiratory depression, hypotension, and profound sedation, or potentially result in coma or death.",fentanyl,alcohol,effect,Central Nervous System Depressants: concomitant use DURAGESIC ( DRUG transdermal system) central nervous system depressants including limited opioids sedatives hypnotics tranquilizers (e.g. benzodiazepines) general anesthetics phenothiazines skeletal muscle relaxants DRUG may cause respiratory depression hypotension profound sedation potentially result coma death.
2483,MAO Inhibitors: DURAGESIC  is not recommended for use in patients who have received MAOI within 14 days because severe and unpredictable potentiation by MAO inhibitors has been reported with opioid analgesics,DURAGESIC,MAOI,advise,MAO Inhibitors: BRAND recommended use patients received GROUP within 14 days severe unpredictable potentiation MAO inhibitors reported opioid analgesics
2484,MAO Inhibitors: DURAGESIC  is not recommended for use in patients who have received MAOI within 14 days because severe and unpredictable potentiation by MAO inhibitors has been reported with opioid analgesics,MAO inhibitors,opioid analgesics,advise,MAO Inhibitors: DURAGESIC recommended use patients received MAOI within 14 days severe unpredictable potentiation GROUP reported GROUP
2485,"In vitro studies have shown CASODEX can displace coumarin anticoagulants, such as warfarin, from their protein-binding sites.",CASODEX,coumarin anticoagulant,mechanism,vitro studies shown BRAND displace GROUP warfarin protein binding sites.
2486,"In vitro studies have shown CASODEX can displace coumarin anticoagulants, such as warfarin, from their protein-binding sites.",CASODEX,warfarin,mechanism,vitro studies shown BRAND displace coumarin anticoagulants DRUG protein binding sites.
2487,"It is recommended that if CASODEX is started in patients already receiving coumarin anticoagulants, prothrombin times should be closely monitored and adjustment of the anticoagulant dose may be necessary.",CASODEX,coumarin anticoagulants,advise,recommended BRAND started patients already receiving GROUP prothrombin times closely monitored adjustment anticoagulant dose may necessary.
2488,"It is recommended that if CASODEX is started in patients already receiving coumarin anticoagulants, prothrombin times should be closely monitored and adjustment of the anticoagulant dose may be necessary.",CASODEX,anticoagulant,advise,recommended BRAND started patients already receiving coumarin anticoagulants prothrombin times closely monitored adjustment GROUP dose may necessary.
2489,"The administration of local anesthetic solutions containing epinephrine or norepinephrine to patients receiving monoamine oxidase inhibitors, tricyclic antidepressants or phenothiazines may produce severe, prolonged hypotension or hypertension.",anesthetic solutions,tricyclic antidepressants,effect,administration local GROUP containing epinephrine norepinephrine patients receiving monoamine oxidase inhibitors GROUP phenothiazines may produce severe prolonged hypotension hypertension.
2490,"The administration of local anesthetic solutions containing epinephrine or norepinephrine to patients receiving monoamine oxidase inhibitors, tricyclic antidepressants or phenothiazines may produce severe, prolonged hypotension or hypertension.",anesthetic solutions,phenothiazines,effect,administration local GROUP containing epinephrine norepinephrine patients receiving monoamine oxidase inhibitors tricyclic antidepressants GROUP may produce severe prolonged hypotension hypertension.
2491,"The administration of local anesthetic solutions containing epinephrine or norepinephrine to patients receiving monoamine oxidase inhibitors, tricyclic antidepressants or phenothiazines may produce severe, prolonged hypotension or hypertension.",epinephrine,monoamine oxidase inhibitors,effect,administration local anesthetic solutions containing DRUG norepinephrine patients receiving GROUP tricyclic antidepressants phenothiazines may produce severe prolonged hypotension hypertension.
2492,"The administration of local anesthetic solutions containing epinephrine or norepinephrine to patients receiving monoamine oxidase inhibitors, tricyclic antidepressants or phenothiazines may produce severe, prolonged hypotension or hypertension.",epinephrine,tricyclic antidepressants,effect,administration local anesthetic solutions containing DRUG norepinephrine patients receiving monoamine oxidase inhibitors GROUP phenothiazines may produce severe prolonged hypotension hypertension.
2493,"The administration of local anesthetic solutions containing epinephrine or norepinephrine to patients receiving monoamine oxidase inhibitors, tricyclic antidepressants or phenothiazines may produce severe, prolonged hypotension or hypertension.",epinephrine,phenothiazines,effect,administration local anesthetic solutions containing DRUG norepinephrine patients receiving monoamine oxidase inhibitors tricyclic antidepressants GROUP may produce severe prolonged hypotension hypertension.
2494,"The administration of local anesthetic solutions containing epinephrine or norepinephrine to patients receiving monoamine oxidase inhibitors, tricyclic antidepressants or phenothiazines may produce severe, prolonged hypotension or hypertension.",norepinephrine,monoamine oxidase inhibitors,effect,administration local anesthetic solutions containing epinephrine DRUG patients receiving GROUP tricyclic antidepressants phenothiazines may produce severe prolonged hypotension hypertension.
2495,"The administration of local anesthetic solutions containing epinephrine or norepinephrine to patients receiving monoamine oxidase inhibitors, tricyclic antidepressants or phenothiazines may produce severe, prolonged hypotension or hypertension.",norepinephrine,tricyclic antidepressants,effect,administration local anesthetic solutions containing epinephrine DRUG patients receiving monoamine oxidase inhibitors GROUP phenothiazines may produce severe prolonged hypotension hypertension.
2496,"The administration of local anesthetic solutions containing epinephrine or norepinephrine to patients receiving monoamine oxidase inhibitors, tricyclic antidepressants or phenothiazines may produce severe, prolonged hypotension or hypertension.",norepinephrine,phenothiazines,effect,administration local anesthetic solutions containing epinephrine DRUG patients receiving monoamine oxidase inhibitors tricyclic antidepressants GROUP may produce severe prolonged hypotension hypertension.
2497,"Concurrent administration of vasopressor drugs (for the treatment of hypotension related to obstetric blocks) and ergot-type oxytocic drugs may cause severe, persistent hypertension or cerebrovascular accidents.",vasopressor drugs,ergot-type oxytocic drugs,effect,Concurrent administration GROUP (for treatment hypotension related obstetric blocks) GROUP may cause severe persistent hypertension cerebrovascular accidents.
2498,"Therefore, chloroprocaine should not be used in any condition in which a sulfonamide drug is being employed.",chloroprocaine,sulfonamide drug,advise,Therefore DRUG used condition GROUP employed.
2499,"Anticholinergic agents may affect gastrointestinal absorption of various drugs, such as slowly dissolving dosage forms of digoxin;",Anticholinergic agents,digoxin,mechanism,GROUP may affect gastrointestinal absorption various drugs slowly dissolving dosage forms DRUG ;
2500,"Anticholinergic drugs may antagonize the effects of the drugs that alter gastrointestinal motility, such as metoclopramide.",Anticholinergic drugs,metoclopramide,mechanism,GROUP may antagonize effects drugs alter gastrointestinal motility DRUG .
2501,"Because antacids may interfere with the absorption of anticholinergic agents, simultaneous use of these drugs should be avoided.",antacids,anticholinergic agents,mechanism,GROUP may interfere absorption GROUP simultaneous use drugs avoided.
2502,"In a study in which patients with active RA were treated for up to 24 weeks with concurrent ENBREL  and anakinra therapy, a 7% rate of serious infections was observed, which was higher than that observed with ENBREL  alone (0%).",ENBREL,anakinra,effect,study patients active RA treated 24 weeks concurrent BRAND DRUG therapy 7% rate serious infections observed higher observed ENBREL alone (0%).
2503,Two percent of patients treated concurrently with ENBREL  and anakinra developed neutropenia (ANC   1 x 109/L).,ENBREL,anakinra,effect,Two percent patients treated concurrently BRAND DRUG developed neutropenia (ANC 1 x 109/L).
2504,"Patients in a clinical study who were on established therapy with sulfasalazine, to which ENBREL was added, were noted to develop a mild decrease in mean neutrophil counts in comparison to groups treated with either ENBREL CI or sulfasalazine alone.",sulfasalazine,ENBREL,effect,Patients clinical study established therapy DRUG BRAND added noted develop mild decrease mean neutrophil counts comparison groups treated either ENBREL CI sulfasalazine alone.
2505,Caution should be exercised when administering nabumetone with warfarin since interactions have been seen with other NSAIDs.,nabumetone,warfarin,advise,Caution exercised administering DRUG DRUG since interactions seen NSAIDs.
2506,Caution should be exercised when administering nabumetone with warfarin since interactions have been seen with other NSAIDs.,warfarin,NSAIDs,int,Caution exercised administering nabumetone DRUG since interactions seen GROUP .
2507,"When combined with ofloxacin, KRM-1648 exhibited strong synergistic activity while only additive effects were observed with the combination of rifampicin (or rifabutin) and ofloxacin. ",ofloxacin,KRM-1648,effect,combined DRUG DRUG_N exhibited strong synergistic activity additive effects observed combination rifampicin (or rifabutin) ofloxacin.
2508,"When combined with ofloxacin, KRM-1648 exhibited strong synergistic activity while only additive effects were observed with the combination of rifampicin (or rifabutin) and ofloxacin. ",rifampicin,ofloxacin,effect,combined ofloxacin KRM 1648 exhibited strong synergistic activity additive effects observed combination DRUG (or rifabutin) DRUG .
2509,"When combined with ofloxacin, KRM-1648 exhibited strong synergistic activity while only additive effects were observed with the combination of rifampicin (or rifabutin) and ofloxacin. ",rifabutin,ofloxacin,effect,combined ofloxacin KRM 1648 exhibited strong synergistic activity additive effects observed combination rifampicin (or DRUG ) DRUG .
2510,"Concurrent use of butorphanol with central nervous system depressants (e.g., alcohol, barbiturates, tranquilizers, and antihistamines) may result in increased central nervous system depressant effects.",butorphanol,central nervous system depressants,effect,Concurrent use DRUG GROUP (e.g. alcohol barbiturates tranquilizers antihistamines) may result increased central nervous system depressant effects.
2511,"Concurrent use of butorphanol with central nervous system depressants (e.g., alcohol, barbiturates, tranquilizers, and antihistamines) may result in increased central nervous system depressant effects.",butorphanol,alcohol,effect,Concurrent use DRUG central nervous system depressants (e.g. DRUG barbiturates tranquilizers antihistamines) may result increased central nervous system depressant effects.
2512,"Concurrent use of butorphanol with central nervous system depressants (e.g., alcohol, barbiturates, tranquilizers, and antihistamines) may result in increased central nervous system depressant effects.",butorphanol,barbiturates,effect,Concurrent use DRUG central nervous system depressants (e.g. alcohol GROUP tranquilizers antihistamines) may result increased central nervous system depressant effects.
2513,"Concurrent use of butorphanol with central nervous system depressants (e.g., alcohol, barbiturates, tranquilizers, and antihistamines) may result in increased central nervous system depressant effects.",butorphanol,tranquilizers,effect,Concurrent use DRUG central nervous system depressants (e.g. alcohol barbiturates GROUP antihistamines) may result increased central nervous system depressant effects.
2514,"Concurrent use of butorphanol with central nervous system depressants (e.g., alcohol, barbiturates, tranquilizers, and antihistamines) may result in increased central nervous system depressant effects.",butorphanol,antihistamines,effect,Concurrent use DRUG central nervous system depressants (e.g. alcohol barbiturates tranquilizers GROUP ) may result increased central nervous system depressant effects.
2515,"However, in another study in healthy volunteers, the pharmacokinetics of butorphanol were significantly altered (29% decrease in AUC and 38% decrease in Cmax) when a 1-mg dose of STADOL NS was administered 1 minute after a 20-mg dose of sumatriptan nasal spray.",STADOL NS,sumatriptan,mechanism,However another study healthy volunteers pharmacokinetics butorphanol significantly altered (29% decrease AUC 38% decrease Cmax) 1 mg dose BRAND administered 1 minute 20 mg dose DRUG nasal spray.
2516,"When the STADOL NS was administered 30 minutes after the sumatriptan nasal spray, the AUC of butorphanol increased 11% and Cmax decreased 18%.",STADOL NS,sumatriptan,mechanism,BRAND administered 30 minutes DRUG nasal spray AUC butorphanol increased 11% Cmax decreased 18%.
2517,"These results suggest that the analgesic effect of STADOL NS may be diminished when it is administered shortly after sumatriptan nasal spray, but by 30 minutes any such reduction in effect should be minimal.",STADOL NS,sumatriptan,effect,results suggest analgesic effect BRAND may diminished administered shortly DRUG nasal spray 30 minutes reduction effect minimal.
2518,"It is not known if the effects of butorphanol are altered by concomitant medications that affect hepatic metabolism of drugs (erythromycin, etc.), but physicians should be alert to the possibility that a smaller initial dose and longer intervals between doses may be needed.",butorphanol,erythromycin,advise,known effects DRUG altered concomitant medications affect hepatic metabolism drugs ( DRUG etc.) physicians alert possibility smaller initial dose longer intervals doses may needed.
2519,"Therefore, a slower onset can be anticipated if STADOL NS is administered concomitantly with, or immediately following, a nasal vasoconstrictor.",STADOL NS,nasal vasoconstrictor,effect,Therefore slower onset anticipated BRAND administered concomitantly immediately following GROUP .
2520,"Hypotension: Patients on Diuretic Therapy: Patients on diuretics and especially those in whom diuretic therapy was recently instituted, may occasionally experience an excessive reduction of blood pressure after initiation of therapy with enalapril or enalaprilat.",diuretics,enalapril,effect,Hypotension: Patients Diuretic Therapy: Patients DRUG especially diuretic therapy recently instituted may occasionally experience excessive reduction blood pressure initiation therapy DRUG enalaprilat.
2521,"Hypotension: Patients on Diuretic Therapy: Patients on diuretics and especially those in whom diuretic therapy was recently instituted, may occasionally experience an excessive reduction of blood pressure after initiation of therapy with enalapril or enalaprilat.",diuretics,enalaprilat,effect,Hypotension: Patients Diuretic Therapy: Patients DRUG especially diuretic therapy recently instituted may occasionally experience excessive reduction blood pressure initiation therapy enalapril DRUG .
2522,The possibility of hypotensive effects with enalapril or enalaprilat can be minimized by either discontinuing the diuretic or increasing the salt intake prior to initiation of treatment with enalapril or enalaprilat.,enalapril,diuretic,effect,possibility hypotensive effects DRUG enalaprilat minimized either discontinuing DRUG increasing salt intake prior initiation treatment enalapril enalaprilat.
2523,The possibility of hypotensive effects with enalapril or enalaprilat can be minimized by either discontinuing the diuretic or increasing the salt intake prior to initiation of treatment with enalapril or enalaprilat.,enalaprilat,diuretic,effect,possibility hypotensive effects enalapril DRUG minimized either discontinuing DRUG increasing salt intake prior initiation treatment enalapril enalaprilat.
2524,"Agents Causing Renin Release: The antihypertensive effect of enalapril and enalapril IV is augmented by antihypertensive agents that cause renin release (e.g., diuretics).",enalapril,antihypertensive agents,effect,Agents Causing Renin Release: antihypertensive effect DRUG enalapril IV augmented GROUP cause renin release (e.g. diuretics).
2525,"Agents Causing Renin Release: The antihypertensive effect of enalapril and enalapril IV is augmented by antihypertensive agents that cause renin release (e.g., diuretics).",enalapril,diuretics,effect,Agents Causing Renin Release: antihypertensive effect DRUG enalapril IV augmented antihypertensive agents cause renin release (e.g. GROUP ).
2526,"Agents Causing Renin Release: The antihypertensive effect of enalapril and enalapril IV is augmented by antihypertensive agents that cause renin release (e.g., diuretics).",enalapril,antihypertensive agents,effect,Agents Causing Renin Release: antihypertensive effect enalapril DRUG IV augmented GROUP cause renin release (e.g. diuretics).
2527,"Agents Causing Renin Release: The antihypertensive effect of enalapril and enalapril IV is augmented by antihypertensive agents that cause renin release (e.g., diuretics).",enalapril,diuretics,effect,Agents Causing Renin Release: antihypertensive effect enalapril DRUG IV augmented antihypertensive agents cause renin release (e.g. GROUP ).
2528,"Non-steroidal Anti-inflammatory Agents: In some patients with compromised renal function who are being treated with nonsteroidal anti-inflammatory drugs, the co-administration of enalapril may result in a further deterioration of renal function.",nonsteroidal anti-inflammatory drugs,enalapril,effect,Non steroidal Anti inflammatory Agents: patients compromised renal function treated GROUP co administration DRUG may result deterioration renal function.
2529,"However, reports suggest that NSAIDs may diminish the antihypertensive effect of ACE inhibitors.",NSAIDs,ACE inhibitors,effect,However reports suggest GROUP may diminish antihypertensive effect GROUP .
2530,This interaction should be given consideration in patients taking NSAIDs concomitantly with ACE inhibitors.,NSAIDs,ACE inhibitors,advise,interaction given consideration patients taking GROUP concomitantly GROUP .
2531,Agents Increasing Serum Potassium: Enalapril and enalapril IV attenuate potassium loss caused by thiazide-type diuretics.,Enalapril,thiazide-type diuretics,effect,Agents Increasing Serum Potassium: DRUG enalapril IV attenuate potassium loss caused GROUP .
2532,Agents Increasing Serum Potassium: Enalapril and enalapril IV attenuate potassium loss caused by thiazide-type diuretics.,enalapril,thiazide-type diuretics,effect,Agents Increasing Serum Potassium: Enalapril DRUG IV attenuate potassium loss caused GROUP .
2533,"Lithium: Lithium toxicity has been reported in patients receiving lithium concomitantly with drugs which cause elimination of sodium, including ACE inhibitors.",lithium,ACE inhibitors,effect,Lithium: Lithium toxicity reported patients receiving DRUG concomitantly drugs cause elimination sodium including GROUP .
2534,It is recommended that serum lithium levels be monitored frequently if enalapril is administered concomitantly with lithium.,enalapril,lithium,advise,recommended serum lithium levels monitored frequently DRUG administered concomitantly DRUG .
2535,Colchicine para-aminosalicylic acid and heavy alcohol intake for longer than 2 weeks may produce malabsorption of vitamin B12.,Colchicine,vitamin B12,mechanism,DRUG para aminosalicylic acid heavy alcohol intake longer 2 weeks may produce malabsorption DRUG .
2536,Colchicine para-aminosalicylic acid and heavy alcohol intake for longer than 2 weeks may produce malabsorption of vitamin B12.,para-aminosalicylic acid,vitamin B12,mechanism,Colchicine DRUG heavy alcohol intake longer 2 weeks may produce malabsorption DRUG .
2537,Colchicine para-aminosalicylic acid and heavy alcohol intake for longer than 2 weeks may produce malabsorption of vitamin B12.,alcohol,vitamin B12,mechanism,Colchicine para aminosalicylic acid heavy DRUG intake longer 2 weeks may produce malabsorption DRUG .
2538,"Uricosuric Agents: Aspirin may decrease the effects of probenecid, sulfinpyrazone, and phenylbutazone.",Aspirin,probenecid,effect,Uricosuric Agents: BRAND may decrease effects DRUG sulfinpyrazone phenylbutazone.
2539,"Uricosuric Agents: Aspirin may decrease the effects of probenecid, sulfinpyrazone, and phenylbutazone.",Aspirin,sulfinpyrazone,effect,Uricosuric Agents: BRAND may decrease effects probenecid DRUG phenylbutazone.
2540,"Uricosuric Agents: Aspirin may decrease the effects of probenecid, sulfinpyrazone, and phenylbutazone.",Aspirin,phenylbutazone,effect,Uricosuric Agents: BRAND may decrease effects probenecid sulfinpyrazone DRUG .
2541,Alcohol: Has a synergistic effect with aspirin in causing gastrointestinal bleeding.,Alcohol,aspirin,effect,DRUG : synergistic effect BRAND causing gastrointestinal bleeding.
2542,Corticosteroids: Concomitant administration with aspirin may increase the risk of gastrointestinal ulceration and may reduce serum salicylate levels.,Corticosteroids,aspirin,effect,GROUP : Concomitant administration BRAND may increase risk gastrointestinal ulceration may reduce serum salicylate levels.
2543,"Pyrazolone Derivatives (phenylbutazone, oxyphenbutazone, and possibly dipyrone): Concomitant administration with aspirin may increase the risk of gastrointestinal ulceration.",Pyrazolone Derivatives,aspirin,effect,GROUP (phenylbutazone oxyphenbutazone possibly dipyrone): Concomitant administration DRUG may increase risk gastrointestinal ulceration.
2544,"Pyrazolone Derivatives (phenylbutazone, oxyphenbutazone, and possibly dipyrone): Concomitant administration with aspirin may increase the risk of gastrointestinal ulceration.",phenylbutazone,aspirin,effect,Pyrazolone Derivatives ( DRUG oxyphenbutazone possibly dipyrone): Concomitant administration DRUG may increase risk gastrointestinal ulceration.
2545,"Pyrazolone Derivatives (phenylbutazone, oxyphenbutazone, and possibly dipyrone): Concomitant administration with aspirin may increase the risk of gastrointestinal ulceration.",oxyphenbutazone,aspirin,effect,Pyrazolone Derivatives (phenylbutazone DRUG possibly dipyrone): Concomitant administration DRUG may increase risk gastrointestinal ulceration.
2546,"Pyrazolone Derivatives (phenylbutazone, oxyphenbutazone, and possibly dipyrone): Concomitant administration with aspirin may increase the risk of gastrointestinal ulceration.",dipyrone,aspirin,effect,Pyrazolone Derivatives (phenylbutazone oxyphenbutazone possibly DRUG ): Concomitant administration DRUG may increase risk gastrointestinal ulceration.
2547,Nonsteroidal Antiinflammatory Agents: Aspirin is contraindicated in patients who are hypersensitive to nonsteroidal anti-inflammatory agents.,Aspirin,nonsteroidal anti-inflammatory,advise,Nonsteroidal Antiinflammatory Agents: DRUG contraindicated patients hypersensitive DRUG agents.
2548,Phenobarbital: Decreases aspirin effectiveness by enzyme induction.,Phenobarbital,aspirin,mechanism,DRUG : Decreases BRAND effectiveness enzyme induction.
2549,Phenytoin: Serum phenytoin levels may be increased by aspirin.,phenytoin,aspirin,effect,Phenytoin: Serum DRUG levels may increased BRAND .
2550,Propranolol: May decrease aspirins anti-inflammatory action by competing for the same receptors.,Propranolol,aspirins,effect,DRUG : May decrease BRAND anti inflammatory action competing receptors.
2551,"Antacids: Enteric Coated Aspirin should not be given concurrently with antacids, since an increase in the pH of the stomach may effect the enteric coating of the tablets.",Aspirin,antacids,advise,Antacids: Enteric Coated BRAND given concurrently GROUP since increase pH stomach may effect enteric coating tablets.
2552,"Concomitant use of SPRYCEL and drugs that inhibit CYP3A4 (eg, ketoconazole, itraconazole, erythromycin, clarithromycin, ritonavir, atazanavir, indinavir, nefazodone, nelfinavir, saquinavir, telithromycin) may increase exposure to dasatinib and should be avoided.",SPRYCEL,ketoconazole,mechanism,Concomitant use BRAND drugs inhibit CYP3A4 (eg DRUG itraconazole erythromycin clarithromycin ritonavir atazanavir indinavir nefazodone nelfinavir saquinavir telithromycin) may increase exposure dasatinib avoided.
2553,"Concomitant use of SPRYCEL and drugs that inhibit CYP3A4 (eg, ketoconazole, itraconazole, erythromycin, clarithromycin, ritonavir, atazanavir, indinavir, nefazodone, nelfinavir, saquinavir, telithromycin) may increase exposure to dasatinib and should be avoided.",SPRYCEL,itraconazole,mechanism,Concomitant use BRAND drugs inhibit CYP3A4 (eg ketoconazole DRUG erythromycin clarithromycin ritonavir atazanavir indinavir nefazodone nelfinavir saquinavir telithromycin) may increase exposure dasatinib avoided.
