,sentence_text,e1,e2,relation_type,normalized_sentence
2156,"As with other antipsychotic agents, it should be noted that HALDOL may be capable of potentiating CNS depressants such as anesthetics, opiates, and alcohol.",antipsychotic agents,anesthetics,effect,"As_bf antipsychotic_bf agents_bf ,_bf noted_bf HALDOL_bf may_bf capable_bf potentiating_bf CNS_bf depressants_bf OTHER_DRUG ,_be opiates_be ,_be alcohol_be ._be"
2157,"As with other antipsychotic agents, it should be noted that HALDOL may be capable of potentiating CNS depressants such as anesthetics, opiates, and alcohol.",antipsychotic agents,opiates,effect,"As_bf antipsychotic_bf agents_bf ,_bf noted_bf HALDOL_bf may_bf capable_bf potentiating_bf CNS_bf depressants_bf anesthetics_bf ,_bf OTHER_DRUG ,_be alcohol_be ._be"
2158,"As with other antipsychotic agents, it should be noted that HALDOL may be capable of potentiating CNS depressants such as anesthetics, opiates, and alcohol.",antipsychotic agents,alcohol,effect,"As_bf antipsychotic_bf agents_bf ,_bf noted_bf HALDOL_bf may_bf capable_bf potentiating_bf CNS_bf depressants_bf anesthetics_bf ,_bf opiates_bf ,_bf OTHER_DRUG ._be"
2159,"As with other antipsychotic agents, it should be noted that HALDOL may be capable of potentiating CNS depressants such as anesthetics, opiates, and alcohol.",HALDOL,CNS depressants,effect,"As_bf antipsychotic_bf agents_bf ,_bf noted_bf DRUG may_be capable_be potentiating_be CNS_be depressants_be anesthetics_be ,_be opiates_be ,_be alcohol_be ._be"
2160,"As with other antipsychotic agents, it should be noted that HALDOL may be capable of potentiating CNS depressants such as anesthetics, opiates, and alcohol.",HALDOL,anesthetics,effect,"As_bf antipsychotic_bf agents_bf ,_bf noted_bf DRUG may_be capable_be potentiating_be CNS_be depressants_be OTHER_DRUG ,_af opiates_af ,_af alcohol_af ._af"
2161,"As with other antipsychotic agents, it should be noted that HALDOL may be capable of potentiating CNS depressants such as anesthetics, opiates, and alcohol.",HALDOL,opiates,effect,"As_bf antipsychotic_bf agents_bf ,_bf noted_bf DRUG may_be capable_be potentiating_be CNS_be depressants_be anesthetics_be ,_be OTHER_DRUG ,_af alcohol_af ._af"
2162,"As with other antipsychotic agents, it should be noted that HALDOL may be capable of potentiating CNS depressants such as anesthetics, opiates, and alcohol.",HALDOL,alcohol,effect,"As_bf antipsychotic_bf agents_bf ,_bf noted_bf DRUG may_be capable_be potentiating_be CNS_be depressants_be anesthetics_be ,_be opiates_be ,_be OTHER_DRUG ._af"
2163,"In a study of 12 schizophrenic patients coadministered oral haloperidol and rifampin, plasma haloperidol levels were decreased by a mean of 70% and mean scores on the Brief Psychiatric Rating Scale were increased from baseline.",haloperidol,rifampin,mechanism,"In_bf study_bf 12_bf schizophrenic_bf patients_bf coadministered_bf oral_bf DRUG OTHER_DRUG ,_af plasma_af DRUG levels_af decreased_af mean_af 70%_af mean_af scores_af Brief_af Psychiatric_af Rating_af Scale_af increased_af baseline_af ._af"
2164,"In 5 other schizophrenic patients treated with oral haloperidol and rifampin, discontinuation of rifampin produced a mean 3.3-fold increase in haloperidol concentrations.",rifampin,haloperidol,mechanism,"In_bf 5_bf schizophrenic_bf patients_bf treated_bf oral_bf OTHER_DRUG DRUG ,_af discontinuation_af DRUG produced_af mean_af 3_af ._af 3-fold_af increase_af OTHER_DRUG concentrations_af ._af"
2165,"Thus, careful monitoring of clinical status is warranted when rifampin is administered or discontinued in haloperidol-treated patients.",rifampin,haloperidol,advise,"Thus_bf ,_bf careful_bf monitoring_bf clinical_bf status_bf warranted_bf DRUG administered_be discontinued_be haloperidol-treated_be patients_be ._be"
2166,FLUOTHANE augments the action of non-depolarising muscle relaxants and the muscle relaxant effects of aminoglycosides.,FLUOTHANE,non-depolarising muscle relaxant,effect,DRUG augments_be action_be non-depolarising_be muscle_be relaxants_be muscle_be relaxant_be effects_be aminoglycosides_be ._be
2167,FLUOTHANE augments the action of non-depolarising muscle relaxants and the muscle relaxant effects of aminoglycosides.,FLUOTHANE,aminoglycosides,effect,DRUG augments_be action_be non-depolarising_be muscle_be relaxants_be muscle_be relaxant_be effects_be OTHER_DRUG ._af
2168,FLUOTHANE may augment the hypotension caused by the ganglionic-blocking effect of tubocurarine.,FLUOTHANE,tubocurarine,effect,DRUG may_be augment_be hypotension_be caused_be ganglionic-blocking_be effect_be OTHER_DRUG ._af
2169,Caution should be exercised during the administration of adrenaline to patients anaesthetised with FLUOTHANE as arrhythmias may be precipitated.,adrenaline,FLUOTHANE,advise,Caution_bf exercised_bf administration_bf DRUG patients_be anaesthetised_be OTHER_DRUG arrhythmias_af may_af precipitated_af ._af
2170,"Therefore, when heparin sodium is given with dicumarol or warfarin sodium, a period of at least 5 hours after the last intravenous dose or 24 hours after the last subcutaneous dose should elapse before blood is drawn if a valid prothrombin time is to be obtained.",heparin sodium,dicumarol,advise,"Therefore_bf ,_bf heparin_bf sodium_bf given_bf OTHER_DRUG warfarin_be sodium_be ,_be period_be least_be 5_be hours_be last_be intravenous_be dose_be 24_be hours_be last_be subcutaneous_be dose_be elapse_be blood_be drawn_be valid_be prothrombin_be time_be obtained_be ._be"
2171,"Therefore, when heparin sodium is given with dicumarol or warfarin sodium, a period of at least 5 hours after the last intravenous dose or 24 hours after the last subcutaneous dose should elapse before blood is drawn if a valid prothrombin time is to be obtained.",heparin sodium,warfarin sodium,advise,"Therefore_bf ,_bf heparin_bf sodium_bf given_bf dicumarol_bf warfarin_bf sodium_bf ,_bf period_bf least_bf 5_bf hours_bf last_bf intravenous_bf dose_bf 24_bf hours_bf last_bf subcutaneous_bf dose_bf elapse_bf blood_bf drawn_bf valid_bf prothrombin_bf time_bf obtained_bf ._bf"
2172,"Platelet inhibitors: Drugs such as acetylsalicylic acid, dextran, phenylbutazone, ibuprofen, indomethacin, dipyridamole, hydroxychloroquine and others that interfere with platelet-aggregation reactions (the main hemostatic defense of heparinized patients) may induce bleeding and should be used with caution in patients receiving heparin sodium.",acetylsalicylic acid,heparin sodium,effect,"Platelet_bf inhibitors:_bf Drugs_bf acetylsalicylic_bf acid_bf ,_bf dextran_bf ,_bf phenylbutazone_bf ,_bf ibuprofen_bf ,_bf indomethacin_bf ,_bf dipyridamole_bf ,_bf hydroxychloroquine_bf others_bf interfere_bf platelet-aggregation_bf reactions_bf (the_bf main_bf hemostatic_bf defense_bf heparinized_bf patients)_bf may_bf induce_bf bleeding_bf used_bf caution_bf patients_bf receiving_bf heparin_bf sodium_bf ._bf"
2173,"Platelet inhibitors: Drugs such as acetylsalicylic acid, dextran, phenylbutazone, ibuprofen, indomethacin, dipyridamole, hydroxychloroquine and others that interfere with platelet-aggregation reactions (the main hemostatic defense of heparinized patients) may induce bleeding and should be used with caution in patients receiving heparin sodium.",dextran,heparin sodium,effect,"Platelet_bf inhibitors:_bf Drugs_bf acetylsalicylic_bf acid_bf ,_bf DRUG ,_be phenylbutazone_be ,_be ibuprofen_be ,_be indomethacin_be ,_be dipyridamole_be ,_be hydroxychloroquine_be others_be interfere_be platelet-aggregation_be reactions_be (the_be main_be hemostatic_be defense_be heparinized_be patients)_be may_be induce_be bleeding_be used_be caution_be patients_be receiving_be heparin_be sodium_be ._be"
2174,"Platelet inhibitors: Drugs such as acetylsalicylic acid, dextran, phenylbutazone, ibuprofen, indomethacin, dipyridamole, hydroxychloroquine and others that interfere with platelet-aggregation reactions (the main hemostatic defense of heparinized patients) may induce bleeding and should be used with caution in patients receiving heparin sodium.",phenylbutazone,heparin sodium,effect,"Platelet_bf inhibitors:_bf Drugs_bf acetylsalicylic_bf acid_bf ,_bf dextran_bf ,_bf DRUG ,_be ibuprofen_be ,_be indomethacin_be ,_be dipyridamole_be ,_be hydroxychloroquine_be others_be interfere_be platelet-aggregation_be reactions_be (the_be main_be hemostatic_be defense_be heparinized_be patients)_be may_be induce_be bleeding_be used_be caution_be patients_be receiving_be heparin_be sodium_be ._be"
2175,"Platelet inhibitors: Drugs such as acetylsalicylic acid, dextran, phenylbutazone, ibuprofen, indomethacin, dipyridamole, hydroxychloroquine and others that interfere with platelet-aggregation reactions (the main hemostatic defense of heparinized patients) may induce bleeding and should be used with caution in patients receiving heparin sodium.",ibuprofen,heparin sodium,effect,"Platelet_bf inhibitors:_bf Drugs_bf acetylsalicylic_bf acid_bf ,_bf dextran_bf ,_bf phenylbutazone_bf ,_bf DRUG ,_be indomethacin_be ,_be dipyridamole_be ,_be hydroxychloroquine_be others_be interfere_be platelet-aggregation_be reactions_be (the_be main_be hemostatic_be defense_be heparinized_be patients)_be may_be induce_be bleeding_be used_be caution_be patients_be receiving_be heparin_be sodium_be ._be"
2176,"Platelet inhibitors: Drugs such as acetylsalicylic acid, dextran, phenylbutazone, ibuprofen, indomethacin, dipyridamole, hydroxychloroquine and others that interfere with platelet-aggregation reactions (the main hemostatic defense of heparinized patients) may induce bleeding and should be used with caution in patients receiving heparin sodium.",indomethacin,heparin sodium,effect,"Platelet_bf inhibitors:_bf Drugs_bf acetylsalicylic_bf acid_bf ,_bf dextran_bf ,_bf phenylbutazone_bf ,_bf ibuprofen_bf ,_bf DRUG ,_be dipyridamole_be ,_be hydroxychloroquine_be others_be interfere_be platelet-aggregation_be reactions_be (the_be main_be hemostatic_be defense_be heparinized_be patients)_be may_be induce_be bleeding_be used_be caution_be patients_be receiving_be heparin_be sodium_be ._be"
2177,"Platelet inhibitors: Drugs such as acetylsalicylic acid, dextran, phenylbutazone, ibuprofen, indomethacin, dipyridamole, hydroxychloroquine and others that interfere with platelet-aggregation reactions (the main hemostatic defense of heparinized patients) may induce bleeding and should be used with caution in patients receiving heparin sodium.",dipyridamole,heparin sodium,effect,"Platelet_bf inhibitors:_bf Drugs_bf acetylsalicylic_bf acid_bf ,_bf dextran_bf ,_bf phenylbutazone_bf ,_bf ibuprofen_bf ,_bf indomethacin_bf ,_bf DRUG ,_be hydroxychloroquine_be others_be interfere_be platelet-aggregation_be reactions_be (the_be main_be hemostatic_be defense_be heparinized_be patients)_be may_be induce_be bleeding_be used_be caution_be patients_be receiving_be heparin_be sodium_be ._be"
2178,"Platelet inhibitors: Drugs such as acetylsalicylic acid, dextran, phenylbutazone, ibuprofen, indomethacin, dipyridamole, hydroxychloroquine and others that interfere with platelet-aggregation reactions (the main hemostatic defense of heparinized patients) may induce bleeding and should be used with caution in patients receiving heparin sodium.",hydroxychloroquine,heparin sodium,effect,"Platelet_bf inhibitors:_bf Drugs_bf acetylsalicylic_bf acid_bf ,_bf dextran_bf ,_bf phenylbutazone_bf ,_bf ibuprofen_bf ,_bf indomethacin_bf ,_bf dipyridamole_bf ,_bf DRUG others_be interfere_be platelet-aggregation_be reactions_be (the_be main_be hemostatic_be defense_be heparinized_be patients)_be may_be induce_be bleeding_be used_be caution_be patients_be receiving_be heparin_be sodium_be ._be"
2179,The anticoagulant effect of heparin is enhanced by concurrent treatment with antithrombin III (human) in patients with hereditary antithrombin III deficiency.,heparin,antithrombin III,effect,The_bf anticoagulant_bf effect_bf DRUG enhanced_be concurrent_be treatment_be antithrombin_be III_be (human)_be patients_be hereditary_be antithrombin_be III_be deficiency_be ._be
2180,"Thus in order to avoid bleeding, reduced dosage of heparin is recommended during treatment with antithrombin III (human).",heparin,antithrombin III,advise,"Thus_bf order_bf avoid_bf bleeding_bf ,_bf reduced_bf dosage_bf DRUG recommended_be treatment_be antithrombin_be III_be (human)_be ._be"
2181,"Drugs Decreasing Heparin Effect: Digitalis, tetracyclines, nicotine, or antihistamines may partially counteract the anticoagulant action of heparin sodium.",Digitalis,heparin sodium,effect,"Drugs_bf Decreasing_bf Heparin_bf Effect:_bf DRUG ,_be tetracyclines_be ,_be nicotine_be ,_be antihistamines_be may_be partially_be counteract_be anticoagulant_be action_be heparin_be sodium_be ._be"
2182,"Drugs Decreasing Heparin Effect: Digitalis, tetracyclines, nicotine, or antihistamines may partially counteract the anticoagulant action of heparin sodium.",tetracyclines,heparin sodium,effect,"Drugs_bf Decreasing_bf Heparin_bf Effect:_bf Digitalis_bf ,_bf DRUG ,_be nicotine_be ,_be antihistamines_be may_be partially_be counteract_be anticoagulant_be action_be heparin_be sodium_be ._be"
2183,"Drugs Decreasing Heparin Effect: Digitalis, tetracyclines, nicotine, or antihistamines may partially counteract the anticoagulant action of heparin sodium.",nicotine,heparin sodium,effect,"Drugs_bf Decreasing_bf Heparin_bf Effect:_bf Digitalis_bf ,_bf tetracyclines_bf ,_bf DRUG ,_be antihistamines_be may_be partially_be counteract_be anticoagulant_be action_be heparin_be sodium_be ._be"
2184,"Drugs Decreasing Heparin Effect: Digitalis, tetracyclines, nicotine, or antihistamines may partially counteract the anticoagulant action of heparin sodium.",antihistamines,heparin sodium,effect,"Drugs_bf Decreasing_bf Heparin_bf Effect:_bf Digitalis_bf ,_bf tetracyclines_bf ,_bf nicotine_bf ,_bf DRUG may_be partially_be counteract_be anticoagulant_be action_be heparin_be sodium_be ._be"
2185,"In combination with other central nervous system depressants, heroin may still kill even experienced users, particularly if their tolerance to the drug has reduced or the strength of their usual dose has increased.",central nervous system depressants,heroin,effect,"In_bf combination_bf central_bf nervous_bf system_bf depressants_bf ,_bf OTHER_DRUG may_be still_be kill_be even_be experienced_be users_be ,_be particularly_be tolerance_be drug_be reduced_be strength_be usual_be dose_be increased_be ._be"
2186,"Toxicology studies of heroin-related deaths reveal frequent involvement of other central nervous system depressants, including alcohol, benzodiazepines such as diazepam (Valium), and, to a rising degree, methadone.",heroin,central nervous system depressants,effect,"Toxicology_bf studies_bf heroin-related_bf deaths_bf reveal_bf frequent_bf involvement_bf central_bf nervous_bf system_bf depressants_bf ,_bf including_bf alcohol_bf ,_bf benzodiazepines_bf diazepam_bf (Valium)_bf ,_bf ,_bf rising_bf degree_bf ,_bf methadone_bf ._bf"
2187,"Toxicology studies of heroin-related deaths reveal frequent involvement of other central nervous system depressants, including alcohol, benzodiazepines such as diazepam (Valium), and, to a rising degree, methadone.",heroin,alcohol,effect,"Toxicology_bf studies_bf heroin-related_bf deaths_bf reveal_bf frequent_bf involvement_bf central_bf nervous_bf system_bf depressants_bf ,_bf including_bf OTHER_DRUG ,_be benzodiazepines_be diazepam_be (Valium)_be ,_be ,_be rising_be degree_be ,_be methadone_be ._be"
2188,"Toxicology studies of heroin-related deaths reveal frequent involvement of other central nervous system depressants, including alcohol, benzodiazepines such as diazepam (Valium), and, to a rising degree, methadone.",heroin,benzodiazepines,effect,"Toxicology_bf studies_bf heroin-related_bf deaths_bf reveal_bf frequent_bf involvement_bf central_bf nervous_bf system_bf depressants_bf ,_bf including_bf alcohol_bf ,_bf OTHER_DRUG diazepam_be (Valium)_be ,_be ,_be rising_be degree_be ,_be methadone_be ._be"
2189,"Toxicology studies of heroin-related deaths reveal frequent involvement of other central nervous system depressants, including alcohol, benzodiazepines such as diazepam (Valium), and, to a rising degree, methadone.",heroin,diazepam,effect,"Toxicology_bf studies_bf heroin-related_bf deaths_bf reveal_bf frequent_bf involvement_bf central_bf nervous_bf system_bf depressants_bf ,_bf including_bf alcohol_bf ,_bf benzodiazepines_bf OTHER_DRUG (Valium)_be ,_be ,_be rising_be degree_be ,_be methadone_be ._be"
2190,"Toxicology studies of heroin-related deaths reveal frequent involvement of other central nervous system depressants, including alcohol, benzodiazepines such as diazepam (Valium), and, to a rising degree, methadone.",heroin,Valium,effect,"Toxicology_bf studies_bf heroin-related_bf deaths_bf reveal_bf frequent_bf involvement_bf central_bf nervous_bf system_bf depressants_bf ,_bf including_bf alcohol_bf ,_bf benzodiazepines_bf diazepam_bf (Valium)_bf ,_bf ,_bf rising_bf degree_bf ,_bf methadone_bf ._bf"
2191,"Toxicology studies of heroin-related deaths reveal frequent involvement of other central nervous system depressants, including alcohol, benzodiazepines such as diazepam (Valium), and, to a rising degree, methadone.",heroin,methadone,effect,"Toxicology_bf studies_bf heroin-related_bf deaths_bf reveal_bf frequent_bf involvement_bf central_bf nervous_bf system_bf depressants_bf ,_bf including_bf alcohol_bf ,_bf benzodiazepines_bf diazepam_bf (Valium)_bf ,_bf ,_bf rising_bf degree_bf ,_bf OTHER_DRUG ._be"
2192,Cocaine sometimes proves to be fatal when used in combination with heroin.,Cocaine,heroin,effect,DRUG sometimes_be proves_be fatal_be used_be combination_be OTHER_DRUG ._af
2193,MAO inhibitors should be used with caution in patients receiving hydralazine.,MAO inhibitors,hydralazine,advise,MAO_bf inhibitors_bf used_bf caution_bf patients_bf receiving_bf OTHER_DRUG ._be
2194,"When other potent parental antihypertensive drugs, such as diazoxide, are used in combination with hydralazine, patients should be continuously observed for several hours for any excessive fall in blood pressure.",antihypertensive drugs,diazoxide,effect,"When_bf potent_bf parental_bf antihypertensive_bf drugs_bf ,_bf OTHER_DRUG ,_be used_be combination_be hydralazine_be ,_be patients_be continuously_be observed_be several_be hours_be excessive_be fall_be blood_be pressure_be ._be"
2195,"When other potent parental antihypertensive drugs, such as diazoxide, are used in combination with hydralazine, patients should be continuously observed for several hours for any excessive fall in blood pressure.",antihypertensive drugs,hydralazine,effect,"When_bf potent_bf parental_bf antihypertensive_bf drugs_bf ,_bf diazoxide_bf ,_bf used_bf combination_bf OTHER_DRUG ,_be patients_be continuously_be observed_be several_be hours_be excessive_be fall_be blood_be pressure_be ._be"
2196,Profound hypotensive episodes may occur when diazoxide infection and hydralazine are used concomitantly.,diazoxide,hydralazine,effect,Profound_bf hypotensive_bf episodes_bf may_bf occur_bf DRUG infection_be OTHER_DRUG used_af concomitantly_af ._af
2197,Propranolol increases hydralazines serum concentrations.,Propranolol,hydralazine,mechanism,DRUG increases_be hydralazines_be serum_be concentrations_be ._be
2198,NSAIDs may decrease the hemodynamic effects of hydralazine;,NSAIDs,hydralazine,effect,DRUG may_be decrease_be hemodynamic_be effects_be hydralazine;_be
2199,Cholestyramine and colestipol resins: Absorption of hydrochlorothiazide is impaired in the presence of anionic exchange resins.,hydrochlorothiazide,anionic exchange resins,mechanism,Cholestyramine_bf colestipol_bf resins:_bf Absorption_bf DRUG impaired_be presence_be anionic_be exchange_be resins_be ._be
2200,"Single doses of either cholestyramine or colestipol resins bind the hydrochlorothiazide and reduce its absorption from the gastrointestinal tract by up to 85 and 43 percent, respectively.",cholestyramine,hydrochlorothiazide,mechanism,"Single_bf doses_bf either_bf DRUG colestipol_be resins_be bind_be OTHER_DRUG reduce_af absorption_af gastrointestinal_af tract_af 85_af 43_af percent_af ,_af respectively_af ._af"
2201,"Single doses of either cholestyramine or colestipol resins bind the hydrochlorothiazide and reduce its absorption from the gastrointestinal tract by up to 85 and 43 percent, respectively.",colestipol,hydrochlorothiazide,mechanism,"Single_bf doses_bf either_bf cholestyramine_bf DRUG resins_be bind_be OTHER_DRUG reduce_af absorption_af gastrointestinal_af tract_af 85_af 43_af percent_af ,_af respectively_af ._af"
2202,Lithium: generally should not be given with diuretics.,Lithium,diuretics,advise,Lithium:_bf generally_bf given_bf OTHER_DRUG ._be
2203,Diuretic agents reduce the renal clearance of lithium and add a high risk of lithium toxicity.,Diuretic agents,lithium,mechanism,Diuretic_bf agents_bf reduce_bf renal_bf clearance_bf OTHER_DRUG add_be high_be risk_be OTHER_DRUG toxicity_af ._af
2204,Diuretic agents reduce the renal clearance of lithium and add a high risk of lithium toxicity.,Diuretic agents,lithium,effect,Diuretic_bf agents_bf reduce_bf renal_bf clearance_bf OTHER_DRUG add_be high_be risk_be OTHER_DRUG toxicity_af ._af
2205,Refer to the package insert for lithium preparations before use of such preparations with Hydrochlorothiazide.,lithium,Hydrochlorothiazide,advise,Refer_bf package_bf insert_bf DRUG preparations_be use_be preparations_be OTHER_DRUG ._af
2206,"Non-steroidal Anti-inflammatory Drugs: In some patients, the administration of a non-steroidal anti-inflammatory agent can reduce the diuretic, natriuretic, and antihypertensive effects of loop, potassium-sparing and thiazide diuretics.",non-steroidal anti-inflammatory agent,loop diuretics,effect,"Non-steroidal_bf Anti-inflammatory_bf Drugs:_bf In_bf patients_bf ,_bf administration_bf non-steroidal_bf anti-inflammatory_bf agent_bf reduce_bf diuretic_bf ,_bf natriuretic_bf ,_bf antihypertensive_bf effects_bf loop_bf ,_bf potassium-sparing_bf thiazide_bf diuretics_bf ._bf"
2207,"Non-steroidal Anti-inflammatory Drugs: In some patients, the administration of a non-steroidal anti-inflammatory agent can reduce the diuretic, natriuretic, and antihypertensive effects of loop, potassium-sparing and thiazide diuretics.",non-steroidal anti-inflammatory agent,potassium-sparing diuretics,effect,"Non-steroidal_bf Anti-inflammatory_bf Drugs:_bf In_bf patients_bf ,_bf administration_bf non-steroidal_bf anti-inflammatory_bf agent_bf reduce_bf diuretic_bf ,_bf natriuretic_bf ,_bf antihypertensive_bf effects_bf loop_bf ,_bf potassium-sparing_bf thiazide_bf diuretics_bf ._bf"
2208,"Non-steroidal Anti-inflammatory Drugs: In some patients, the administration of a non-steroidal anti-inflammatory agent can reduce the diuretic, natriuretic, and antihypertensive effects of loop, potassium-sparing and thiazide diuretics.",non-steroidal anti-inflammatory agent,thiazide diuretics,effect,"Non-steroidal_bf Anti-inflammatory_bf Drugs:_bf In_bf patients_bf ,_bf administration_bf non-steroidal_bf anti-inflammatory_bf agent_bf reduce_bf diuretic_bf ,_bf natriuretic_bf ,_bf antihypertensive_bf effects_bf loop_bf ,_bf potassium-sparing_bf thiazide_bf diuretics_bf ._bf"
2209,"Therefore, when Hydrochlorothiazide and non-steroidal anti-inflammatory agents are used concomitantly, the patient should be observed closely to determine if the desired effect of the diuretic is obtained.",Hydrochlorothiazide,non-steroidal anti-inflammatory agents,advise,"Therefore_bf ,_bf DRUG non-steroidal_be anti-inflammatory_be agents_be used_be concomitantly_be ,_be patient_be observed_be closely_be determine_be desired_be effect_be diuretic_be obtained_be ._be"
2210,"Patients receiving other narcotic analgesics, antipsychotics, antianxiety agents, or other CNS depressants (including alcohol) concomitantly with hydrocodone and acetaminophen tablets may exhibit an additive CNS depression.",narcotic analgesics,hydrocodone,effect,"Patients_bf receiving_bf narcotic_bf analgesics_bf ,_bf antipsychotics_bf ,_bf antianxiety_bf agents_bf ,_bf CNS_bf depressants_bf (including_bf alcohol)_bf concomitantly_bf OTHER_DRUG acetaminophen_be tablets_be may_be exhibit_be additive_be CNS_be depression_be ._be"
2211,"Patients receiving other narcotic analgesics, antipsychotics, antianxiety agents, or other CNS depressants (including alcohol) concomitantly with hydrocodone and acetaminophen tablets may exhibit an additive CNS depression.",antipsychotics,hydrocodone,effect,"Patients_bf receiving_bf narcotic_bf analgesics_bf ,_bf DRUG ,_be antianxiety_be agents_be ,_be CNS_be depressants_be (including_be alcohol)_be concomitantly_be OTHER_DRUG acetaminophen_af tablets_af may_af exhibit_af additive_af CNS_af depression_af ._af"
2212,"Patients receiving other narcotic analgesics, antipsychotics, antianxiety agents, or other CNS depressants (including alcohol) concomitantly with hydrocodone and acetaminophen tablets may exhibit an additive CNS depression.",antianxiety agents,hydrocodone,effect,"Patients_bf receiving_bf narcotic_bf analgesics_bf ,_bf antipsychotics_bf ,_bf antianxiety_bf agents_bf ,_bf CNS_bf depressants_bf (including_bf alcohol)_bf concomitantly_bf OTHER_DRUG acetaminophen_be tablets_be may_be exhibit_be additive_be CNS_be depression_be ._be"
2213,"Patients receiving other narcotic analgesics, antipsychotics, antianxiety agents, or other CNS depressants (including alcohol) concomitantly with hydrocodone and acetaminophen tablets may exhibit an additive CNS depression.",CNS depressants,hydrocodone,effect,"Patients_bf receiving_bf narcotic_bf analgesics_bf ,_bf antipsychotics_bf ,_bf antianxiety_bf agents_bf ,_bf CNS_bf depressants_bf (including_bf alcohol)_bf concomitantly_bf OTHER_DRUG acetaminophen_be tablets_be may_be exhibit_be additive_be CNS_be depression_be ._be"
2214,"Patients receiving other narcotic analgesics, antipsychotics, antianxiety agents, or other CNS depressants (including alcohol) concomitantly with hydrocodone and acetaminophen tablets may exhibit an additive CNS depression.",alcohol,hydrocodone,effect,"Patients_bf receiving_bf narcotic_bf analgesics_bf ,_bf antipsychotics_bf ,_bf antianxiety_bf agents_bf ,_bf CNS_bf depressants_bf (including_bf alcohol)_bf concomitantly_bf OTHER_DRUG acetaminophen_be tablets_be may_be exhibit_be additive_be CNS_be depression_be ._be"
2215,The use of MAO inhibitors or tricyclic antidepressants with hydrocodone preparations may increase the effect of either the antidepressant or hydrocodone.,MAO inhibitors,hydrocodone,effect,The_bf use_bf MAO_bf inhibitors_bf tricyclic_bf antidepressants_bf OTHER_DRUG preparations_be may_be increase_be effect_be either_be antidepressant_be OTHER_DRUG ._af
2216,The use of MAO inhibitors or tricyclic antidepressants with hydrocodone preparations may increase the effect of either the antidepressant or hydrocodone.,tricyclic antidepressants,hydrocodone,effect,The_bf use_bf MAO_bf inhibitors_bf tricyclic_bf antidepressants_bf OTHER_DRUG preparations_be may_be increase_be effect_be either_be antidepressant_be OTHER_DRUG ._af
2217,The concurrent use of anticholinergics with hydrocodone may produce paralytic ileus.,anticholinergics,hydrocodone,effect,The_bf concurrent_bf use_bf DRUG OTHER_DRUG may_af produce_af paralytic_af ileus_af ._af
2218,(Concurrent use with thiazide diuretics may enhance the possibility of digitalis toxicity associated with hypokalemia.),thiazide diuretics,digitalis,effect,(Concurrent_bf use_bf thiazide_bf diuretics_bf may_bf enhance_bf possibility_bf OTHER_DRUG toxicity_be associated_be hypokalemia_be ._be )_be
2219,"for adult-onset diabetics, dosage adjustment of hypoglycemic medications may be necessary during and after thiazide diuretic therapy;",hypoglycemic medications,thiazide diuretic,advise,"adult-onset_bf diabetics_bf ,_bf dosage_bf adjustment_bf hypoglycemic_bf medications_bf may_bf necessary_bf thiazide_bf diuretic_bf therapy;_bf"
2220,"(In some patients, the steroidal anti-inflammatory agent can reduce the diuretic, natriuretic, and antihypertensive effects of loop, potassium sparing, and thiazide diuretics.",steroidal anti-inflammatory agent,loop diuretics,effect,"(In_bf patients_bf ,_bf steroidal_bf anti-inflammatory_bf agent_bf reduce_bf diuretic_bf ,_bf natriuretic_bf ,_bf antihypertensive_bf effects_bf loop_bf ,_bf potassium_bf sparing_bf ,_bf thiazide_bf diuretics_bf ._bf"
2221,"(In some patients, the steroidal anti-inflammatory agent can reduce the diuretic, natriuretic, and antihypertensive effects of loop, potassium sparing, and thiazide diuretics.",steroidal anti-inflammatory agent,potassium sparing diuretics,effect,"(In_bf patients_bf ,_bf steroidal_bf anti-inflammatory_bf agent_bf reduce_bf diuretic_bf ,_bf natriuretic_bf ,_bf antihypertensive_bf effects_bf loop_bf ,_bf potassium_bf sparing_bf ,_bf thiazide_bf diuretics_bf ._bf"
2222,"(In some patients, the steroidal anti-inflammatory agent can reduce the diuretic, natriuretic, and antihypertensive effects of loop, potassium sparing, and thiazide diuretics.",steroidal anti-inflammatory agent,thiazide diuretics,effect,"(In_bf patients_bf ,_bf steroidal_bf anti-inflammatory_bf agent_bf reduce_bf diuretic_bf ,_bf natriuretic_bf ,_bf antihypertensive_bf effects_bf loop_bf ,_bf potassium_bf sparing_bf ,_bf thiazide_bf diuretics_bf ._bf"
2223,"Therefore, when hydroflumethiazide and nonsteroidal anti-inflammatory agents are used concomitantly, the patient should be observed closely to determine if the desired effect of the diuretic is obtained.)",hydroflumethiazide,nonsteroidal anti-inflammatory agents,advise,"Therefore_bf ,_bf DRUG nonsteroidal_be anti-inflammatory_be agents_be used_be concomitantly_be ,_be patient_be observed_be closely_be determine_be desired_be effect_be diuretic_be obtained_be ._be )_be"
2224,(Thiazides may decrease arterial responsiveness to norepinephrine.,Thiazides,norepinephrine,effect,(Thiazides_bf may_bf decrease_bf arterial_bf responsiveness_bf OTHER_DRUG ._be
2225,(Thiazide drugs may increase the responsiveness to tubocurarine.),Thiazide drugs,tubocurarine,effect,(Thiazide_bf drugs_bf may_bf increase_bf responsiveness_bf OTHER_DRUG ._be )_be
