,sentence_text,e1_text,e2_text,relation_type,normalized_sentence
2997,"therefore, coadministration of Aprepitant with drugs that strongly induce CYP3A4 activity (e.g., rifampin, carbamazepine, phenytoin) may result in reduced plasma concentrations of aprepitant that may result in decreased efficacy of Aprepitant.",Aprepitant,phenytoin,mechanism,therefore coadministration DRUG drugs strongly induce CYP3A4 activity (e.g. rifampin carbamazepine OTHER_DRUG ) may result reduced plasma concentrations aprepitant may result decreased efficacy Aprepitant.
2998,"therefore, coadministration of Aprepitant with drugs that strongly induce CYP3A4 activity (e.g., rifampin, carbamazepine, phenytoin) may result in reduced plasma concentrations of aprepitant that may result in decreased efficacy of Aprepitant.",Aprepitant,aprepitant,mechanism,therefore coadministration DRUG drugs strongly induce CYP3A4 activity (e.g. rifampin carbamazepine phenytoin) may result reduced plasma concentrations OTHER_DRUG may result decreased efficacy Aprepitant.
2999,"Ketoconazole: When a single 125-mg dose of Aprepitant was administered on Day5 of a 10-day regimen of 400 mg/day of ketoconazole, a strong CYP3A4 inhibitor, the AUC of aprepitant increased approximately 5-fold and the mean terminal half-life of aprepitant increased approximately 3-fold.",Aprepitant,ketoconazole,mechanism,Ketoconazole: single 125 mg dose DRUG administered Day5 10 day regimen 400 mg/day OTHER_DRUG strong CYP3A4 inhibitor AUC aprepitant increased approximately 5 fold mean terminal half life aprepitant increased approximately 3 fold.
3000,"Rifampin: When a single 375-mg dose of Aprepitant was administered on Day9 of a 14-day regimen of 600 mg/day of rifampin, a strong CYP3A4 inducer, the AUC of aprepitant decreased approximately 11-fold and the mean terminal half-life decreased approximately 3-fold.",Aprepitant,rifampin,mechanism,Rifampin: single 375 mg dose DRUG administered Day9 14 day regimen 600 mg/day OTHER_DRUG strong CYP3A4 inducer AUC aprepitant decreased approximately 11 fold mean terminal half life decreased approximately 3 fold.
3001,"Diltiazem: In patients with mild to moderate hypertension, administration of aprepitant once daily, as a tablet formulation comparable to 230 mg of the capsule formulation, with diltiazem 120 mg 3 times daily for 5 days, resulted in a 2-fold increase of aprepitant AUC and a simultaneous 1.7-fold increase of diltiazem AUC.",aprepitant,diltiazem,mechanism,Diltiazem: patients mild moderate hypertension administration DRUG daily tablet formulation comparable 230 mg capsule formulation OTHER_DRUG 120 mg 3 times daily 5 days resulted 2 fold increase aprepitant AUC simultaneous 1.7 fold increase diltiazem AUC.
3002,"Paroxetine: Coadministration of once daily doses of aprepitant, as a tablet formulation comparable to 85 mg or 170 mg of the capsule formulation, with paroxetine 20 mg once daily, resulted in a decrease in AUC by approximately 25% and Cmax, by approximately 20% of both aprepitant and paroxetine.",aprepitant,paroxetine,mechanism,Paroxetine: Coadministration daily doses DRUG tablet formulation comparable 85 mg 170 mg capsule formulation OTHER_DRUG 20 mg daily resulted decrease AUC approximately 25% Cmax approximately 20% aprepitant paroxetine.
3003,"Cholestyramine, an anionic-binding resin, has a considerable effect in lowering the rate and extent of fluvastatin bioavailability. ",Cholestyramine,fluvastatin,mechanism,DRUG anionic binding resin considerable effect lowering rate extent OTHER_DRUG bioavailability.
3004,"Although this effect was noted even when cholestyramine was given 4 hours prior to fluvastatin, this regimen did not result in diminished efficacy. ",cholestyramine,fluvastatin,effect,Although effect noted even DRUG given 4 hours prior OTHER_DRUG regimen result diminished efficacy.
3005,"Because tetracyclines have been shown to depress plasma prothrombin activity, patients who are on anticoagulant therapy may require downward adjustment of their anticoagulant dosage.",tetracyclines,anticoagulant,advise,DRUG shown depress plasma prothrombin activity patients OTHER_DRUG therapy may require downward adjustment anticoagulant dosage.
3006,"Since bacteriostatic drugs may interfere with the bactericidal action of penicillin, it is advisable to avoid giving tetracyclines in conjunction with penicillin.",tetracyclines,penicillin,advise,Since bacteriostatic drugs may interfere bactericidal action penicillin advisable avoid giving DRUG conjunction OTHER_DRUG .
3007,"Absorption of tetracyclines is impaired by antacids containing aluminum, calcium, or magnesium, and iron-containing preparations.",tetracyclines,aluminum,mechanism,Absorption DRUG impaired antacids containing OTHER_DRUG calcium magnesium iron containing preparations.
3008,"Absorption of tetracyclines is impaired by antacids containing aluminum, calcium, or magnesium, and iron-containing preparations.",tetracyclines,calcium,mechanism,Absorption DRUG impaired antacids containing aluminum OTHER_DRUG magnesium iron containing preparations.
3009,"Absorption of tetracyclines is impaired by antacids containing aluminum, calcium, or magnesium, and iron-containing preparations.",tetracyclines,magnesium,mechanism,Absorption DRUG impaired antacids containing aluminum calcium OTHER_DRUG iron containing preparations.
3010,"Absorption of tetracyclines is impaired by antacids containing aluminum, calcium, or magnesium, and iron-containing preparations.",tetracyclines,iron,mechanism,Absorption DRUG impaired antacids containing aluminum calcium magnesium OTHER_DRUG containing preparations.
3011,Absorption of tetracycline is impaired by bismuth subsalicylate.,tetracycline,bismuth subsalicylate,mechanism,Absorption DRUG impaired OTHER_DRUG .
3012,"Barbiturates, carbamazepine, and phenytoin decrease the half-life of doxycycline.",Barbiturates,doxycycline,mechanism,DRUG carbamazepine phenytoin decrease half life OTHER_DRUG .
3013,"Barbiturates, carbamazepine, and phenytoin decrease the half-life of doxycycline.",carbamazepine,doxycycline,mechanism,Barbiturates DRUG phenytoin decrease half life OTHER_DRUG .
3014,"Barbiturates, carbamazepine, and phenytoin decrease the half-life of doxycycline.",phenytoin,doxycycline,mechanism,Barbiturates carbamazepine DRUG decrease half life OTHER_DRUG .
3015,The concurrent use of tetracycline and Penthrane (methoxyflurane) has been reported to result in fatal renal toxicity.,tetracycline,Penthrane,effect,concurrent use DRUG OTHER_DRUG (methoxyflurane) reported result fatal renal toxicity.
3016,The concurrent use of tetracycline and Penthrane (methoxyflurane) has been reported to result in fatal renal toxicity.,tetracycline,methoxyflurane,effect,concurrent use DRUG Penthrane ( OTHER_DRUG ) reported result fatal renal toxicity.
3017,Concurrent use of tetracycline may render oral contraceptives less effective.,tetracycline,contraceptives,effect,Concurrent use DRUG may render oral OTHER_DRUG less effective.
3018,Etofibrate elicited 62% enhancement of post-heparin lipolytic activity and 100% increase of 3H-triglyceride fractional clearance rate compared with placebo treatment. ,Etofibrate,heparin,effect,DRUG elicited 62% enhancement post OTHER_DRUG lipolytic activity 100% increase 3H triglyceride fractional clearance rate compared placebo treatment.
3019,"Patients receiving other narcotic analgesics, antipsychotics, antianxiety agents, or other CNS depressants (including alcohol) concomitantly with hydrocodone and acetaminophen tablets may exhibit an additive CNS depression.",narcotic analgesics,hydrocodone,effect,Patients receiving DRUG antipsychotics antianxiety agents CNS depressants (including alcohol) concomitantly OTHER_DRUG acetaminophen tablets may exhibit additive CNS depression.
3020,"Patients receiving other narcotic analgesics, antipsychotics, antianxiety agents, or other CNS depressants (including alcohol) concomitantly with hydrocodone and acetaminophen tablets may exhibit an additive CNS depression.",antipsychotics,hydrocodone,effect,Patients receiving narcotic analgesics DRUG antianxiety agents CNS depressants (including alcohol) concomitantly OTHER_DRUG acetaminophen tablets may exhibit additive CNS depression.
3021,"Patients receiving other narcotic analgesics, antipsychotics, antianxiety agents, or other CNS depressants (including alcohol) concomitantly with hydrocodone and acetaminophen tablets may exhibit an additive CNS depression.",antianxiety agents,hydrocodone,effect,Patients receiving narcotic analgesics antipsychotics DRUG CNS depressants (including alcohol) concomitantly OTHER_DRUG acetaminophen tablets may exhibit additive CNS depression.
3022,"Patients receiving other narcotic analgesics, antipsychotics, antianxiety agents, or other CNS depressants (including alcohol) concomitantly with hydrocodone and acetaminophen tablets may exhibit an additive CNS depression.",CNS depressants,hydrocodone,effect,Patients receiving narcotic analgesics antipsychotics antianxiety agents DRUG (including alcohol) concomitantly OTHER_DRUG acetaminophen tablets may exhibit additive CNS depression.
3023,"Patients receiving other narcotic analgesics, antipsychotics, antianxiety agents, or other CNS depressants (including alcohol) concomitantly with hydrocodone and acetaminophen tablets may exhibit an additive CNS depression.",alcohol,hydrocodone,effect,Patients receiving narcotic analgesics antipsychotics antianxiety agents CNS depressants (including DRUG ) concomitantly OTHER_DRUG acetaminophen tablets may exhibit additive CNS depression.
3024,The use of MAO inhibitors or tricyclic antidepressants with hydrocodone preparations may increase the effect of either the antidepressant or hydrocodone.,MAO inhibitors,hydrocodone,effect,use DRUG tricyclic antidepressants OTHER_DRUG preparations may increase effect either antidepressant hydrocodone.
3025,The use of MAO inhibitors or tricyclic antidepressants with hydrocodone preparations may increase the effect of either the antidepressant or hydrocodone.,tricyclic antidepressants,hydrocodone,effect,use MAO inhibitors DRUG OTHER_DRUG preparations may increase effect either antidepressant hydrocodone.
3026,The concurrent use of anticholinergics with hydrocodone may produce paralytic ileus.,anticholinergics,hydrocodone,effect,concurrent use DRUG OTHER_DRUG may produce paralytic ileus.
3027,"Due to a theoretical risk of a pharmacodynamic interaction, use of ergotamine-containing or ergot-type medications (like dihydroergotamine or methysergide) and FROVA within 24 hours of each other should be avoided (see  a href= frova_od.htm#CI CONTRAINDICATIONS).",ergotamine,FROVA,advise,Due theoretical risk pharmacodynamic interaction use DRUG containing ergot type medications (like dihydroergotamine methysergide) OTHER_DRUG within 24 hours avoided (see href= frova_od.htm#CI CONTRAINDICATIONS).
3028,"Due to a theoretical risk of a pharmacodynamic interaction, use of ergotamine-containing or ergot-type medications (like dihydroergotamine or methysergide) and FROVA within 24 hours of each other should be avoided (see  a href= frova_od.htm#CI CONTRAINDICATIONS).",ergot-type medications,FROVA,advise,Due theoretical risk pharmacodynamic interaction use ergotamine containing DRUG (like dihydroergotamine methysergide) OTHER_DRUG within 24 hours avoided (see href= frova_od.htm#CI CONTRAINDICATIONS).
3029,"Due to a theoretical risk of a pharmacodynamic interaction, use of ergotamine-containing or ergot-type medications (like dihydroergotamine or methysergide) and FROVA within 24 hours of each other should be avoided (see  a href= frova_od.htm#CI CONTRAINDICATIONS).",dihydroergotamine,FROVA,advise,Due theoretical risk pharmacodynamic interaction use ergotamine containing ergot type medications (like DRUG methysergide) OTHER_DRUG within 24 hours avoided (see href= frova_od.htm#CI CONTRAINDICATIONS).
3030,"Due to a theoretical risk of a pharmacodynamic interaction, use of ergotamine-containing or ergot-type medications (like dihydroergotamine or methysergide) and FROVA within 24 hours of each other should be avoided (see  a href= frova_od.htm#CI CONTRAINDICATIONS).",methysergide,FROVA,advise,Due theoretical risk pharmacodynamic interaction use ergotamine containing ergot type medications (like dihydroergotamine DRUG ) OTHER_DRUG within 24 hours avoided (see href= frova_od.htm#CI CONTRAINDICATIONS).
3031,"Selective serotonin reuptake inhibitors (SSRIs) (e.g., fluoxetine, fluvoxamine, paroxetine, sertraline) have been reported, rarely, to cause weakness, hyperreflexia, and incoordination when coadministered with 5-HT1 agonists.",Selective serotonin reuptake inhibitors,5-HT1 agonists,effect,DRUG (SSRIs) (e.g. fluoxetine fluvoxamine paroxetine sertraline) reported rarely cause weakness hyperreflexia incoordination coadministered OTHER_DRUG .
3032,"Selective serotonin reuptake inhibitors (SSRIs) (e.g., fluoxetine, fluvoxamine, paroxetine, sertraline) have been reported, rarely, to cause weakness, hyperreflexia, and incoordination when coadministered with 5-HT1 agonists.",SSRIs,5-HT1 agonists,effect,Selective serotonin reuptake inhibitors ( DRUG ) (e.g. fluoxetine fluvoxamine paroxetine sertraline) reported rarely cause weakness hyperreflexia incoordination coadministered OTHER_DRUG .
3033,"Selective serotonin reuptake inhibitors (SSRIs) (e.g., fluoxetine, fluvoxamine, paroxetine, sertraline) have been reported, rarely, to cause weakness, hyperreflexia, and incoordination when coadministered with 5-HT1 agonists.",fluoxetine,5-HT1 agonists,effect,Selective serotonin reuptake inhibitors (SSRIs) (e.g. DRUG fluvoxamine paroxetine sertraline) reported rarely cause weakness hyperreflexia incoordination coadministered OTHER_DRUG .
3034,"Selective serotonin reuptake inhibitors (SSRIs) (e.g., fluoxetine, fluvoxamine, paroxetine, sertraline) have been reported, rarely, to cause weakness, hyperreflexia, and incoordination when coadministered with 5-HT1 agonists.",fluvoxamine,5-HT1 agonists,effect,Selective serotonin reuptake inhibitors (SSRIs) (e.g. fluoxetine DRUG paroxetine sertraline) reported rarely cause weakness hyperreflexia incoordination coadministered OTHER_DRUG .
3035,"Selective serotonin reuptake inhibitors (SSRIs) (e.g., fluoxetine, fluvoxamine, paroxetine, sertraline) have been reported, rarely, to cause weakness, hyperreflexia, and incoordination when coadministered with 5-HT1 agonists.",paroxetine,5-HT1 agonists,effect,Selective serotonin reuptake inhibitors (SSRIs) (e.g. fluoxetine fluvoxamine DRUG sertraline) reported rarely cause weakness hyperreflexia incoordination coadministered OTHER_DRUG .
3036,"Selective serotonin reuptake inhibitors (SSRIs) (e.g., fluoxetine, fluvoxamine, paroxetine, sertraline) have been reported, rarely, to cause weakness, hyperreflexia, and incoordination when coadministered with 5-HT1 agonists.",sertraline,5-HT1 agonists,effect,Selective serotonin reuptake inhibitors (SSRIs) (e.g. fluoxetine fluvoxamine paroxetine DRUG ) reported rarely cause weakness hyperreflexia incoordination coadministered OTHER_DRUG .
3037,"If concomitant treatment with frovatriptan and an SSRI is clinically warranted, appropriate observation of the patient is advised.",frovatriptan,SSRI,advise,concomitant treatment DRUG OTHER_DRUG clinically warranted appropriate observation patient advised.
3038,"Avoid the use of preparations such as decongestants and local anesthetics which contain any sympathomimetic amine (e.g., epinephrine, norepinephrine), since it has been reported that tricyclic antidepressants can potentiate the effects of catecholamines.",decongestants,tricyclic antidepressants,advise,Avoid use preparations DRUG local anesthetics contain sympathomimetic amine (e.g. epinephrine norepinephrine) since reported OTHER_DRUG potentiate effects catecholamines.
3039,"Avoid the use of preparations such as decongestants and local anesthetics which contain any sympathomimetic amine (e.g., epinephrine, norepinephrine), since it has been reported that tricyclic antidepressants can potentiate the effects of catecholamines.",anesthetics,tricyclic antidepressants,advise,Avoid use preparations decongestants local DRUG contain sympathomimetic amine (e.g. epinephrine norepinephrine) since reported OTHER_DRUG potentiate effects catecholamines.
3040,"Avoid the use of preparations such as decongestants and local anesthetics which contain any sympathomimetic amine (e.g., epinephrine, norepinephrine), since it has been reported that tricyclic antidepressants can potentiate the effects of catecholamines.",sympathomimetic amine,tricyclic antidepressants,advise,Avoid use preparations decongestants local anesthetics contain DRUG (e.g. epinephrine norepinephrine) since reported OTHER_DRUG potentiate effects catecholamines.
3041,"Avoid the use of preparations such as decongestants and local anesthetics which contain any sympathomimetic amine (e.g., epinephrine, norepinephrine), since it has been reported that tricyclic antidepressants can potentiate the effects of catecholamines.",epinephrine,tricyclic antidepressants,advise,Avoid use preparations decongestants local anesthetics contain sympathomimetic amine (e.g. DRUG norepinephrine) since reported OTHER_DRUG potentiate effects catecholamines.
3042,"Avoid the use of preparations such as decongestants and local anesthetics which contain any sympathomimetic amine (e.g., epinephrine, norepinephrine), since it has been reported that tricyclic antidepressants can potentiate the effects of catecholamines.",norepinephrine,tricyclic antidepressants,advise,Avoid use preparations decongestants local anesthetics contain sympathomimetic amine (e.g. epinephrine DRUG ) since reported OTHER_DRUG potentiate effects catecholamines.
3043,Imipramine hydrochloride may potentiate the effects of CNS depressant drugs.,Imipramine hydrochloride,CNS depressant drugs,effect,DRUG may potentiate effects OTHER_DRUG .
3044,"The plasma concentration of imipramine may increase when the drug is given concomitantly with hepatic enzyme inhibitors (e.g., cimetidine, fluoxetine) and decrease by concomitant administration of hepatic enzyme inducers (e.g., barbiturates, phenytoin), and adjustment of the dosage of imipramine may therefore be necessary.",imipramine,cimetidine,mechanism,plasma concentration DRUG may increase drug given concomitantly hepatic enzyme inhibitors (e.g. OTHER_DRUG fluoxetine) decrease concomitant administration hepatic enzyme inducers (e.g. barbiturates phenytoin) adjustment dosage imipramine may therefore necessary.
3045,"The plasma concentration of imipramine may increase when the drug is given concomitantly with hepatic enzyme inhibitors (e.g., cimetidine, fluoxetine) and decrease by concomitant administration of hepatic enzyme inducers (e.g., barbiturates, phenytoin), and adjustment of the dosage of imipramine may therefore be necessary.",imipramine,fluoxetine,mechanism,plasma concentration DRUG may increase drug given concomitantly hepatic enzyme inhibitors (e.g. cimetidine OTHER_DRUG ) decrease concomitant administration hepatic enzyme inducers (e.g. barbiturates phenytoin) adjustment dosage imipramine may therefore necessary.
3046,"The plasma concentration of imipramine may increase when the drug is given concomitantly with hepatic enzyme inhibitors (e.g., cimetidine, fluoxetine) and decrease by concomitant administration of hepatic enzyme inducers (e.g., barbiturates, phenytoin), and adjustment of the dosage of imipramine may therefore be necessary.",imipramine,barbiturates,mechanism,plasma concentration DRUG may increase drug given concomitantly hepatic enzyme inhibitors (e.g. cimetidine fluoxetine) decrease concomitant administration hepatic enzyme inducers (e.g. OTHER_DRUG phenytoin) adjustment dosage imipramine may therefore necessary.
3047,"The plasma concentration of imipramine may increase when the drug is given concomitantly with hepatic enzyme inhibitors (e.g., cimetidine, fluoxetine) and decrease by concomitant administration of hepatic enzyme inducers (e.g., barbiturates, phenytoin), and adjustment of the dosage of imipramine may therefore be necessary.",imipramine,phenytoin,mechanism,plasma concentration DRUG may increase drug given concomitantly hepatic enzyme inhibitors (e.g. cimetidine fluoxetine) decrease concomitant administration hepatic enzyme inducers (e.g. barbiturates OTHER_DRUG ) adjustment dosage imipramine may therefore necessary.
3048,"The extent to which SSRI-TCA interactions may pose clinical problems will depend on the degree of inhibition, and the pharmacokinetics of the SSRI involved.",SSRI,TCA,int,extent DRUG OTHER_DRUG interactions may pose clinical problems depend degree inhibition pharmacokinetics SSRI involved.
3049,Antacids and kaolin: Antacids and kaolin can reduce absorption of chloroquine;,Antacids,chloroquine,mechanism,Antacids kaolin: DRUG kaolin reduce absorption OTHER_DRUG ;
3050,Antacids and kaolin: Antacids and kaolin can reduce absorption of chloroquine;,kaolin,chloroquine,mechanism,Antacids kaolin: Antacids DRUG reduce absorption OTHER_DRUG ;
3051,"Cimetidine: Cimetidine can inhibit the metabolism of chloroquine, increasing its plasma level.",Cimetidine,chloroquine,mechanism,Cimetidine: DRUG inhibit metabolism OTHER_DRUG increasing plasma level.
3052,"Ampicillin: In a study of healthy volunteers, chloroquine significantly reduced the bioavailability of ampicillin.",chloroquine,ampicillin,mechanism,Ampicillin: study healthy volunteers DRUG significantly reduced bioavailability OTHER_DRUG .
3053,"Cyclosporin: After introduction of chloroquine (oral form), a sudden increase in serum cyclosporin level has been reported.",chloroquine,cyclosporin,mechanism,Cyclosporin: introduction DRUG (oral form) sudden increase serum OTHER_DRUG level reported.
3054,The coadministration of aspirin decreases the biologic half-life of fenoprofen because of an increase in metabolic clearance that results in a greater amount of hydroxylated fenoprofen in the urine.,aspirin,fenoprofen,mechanism,coadministration DRUG decreases biologic half life OTHER_DRUG increase metabolic clearance results greater amount hydroxylated fenoprofen urine.
3055,"Although the mechanism of interaction between fenoprofen and aspirin is not totally known, enzyme induction and displacement of fenoprofen from plasma albumin binding sites are possibilities.",fenoprofen,aspirin,mechanism,Although mechanism interaction DRUG OTHER_DRUG totally known enzyme induction displacement fenoprofen plasma albumin binding sites possibilities.
3056,"Because Nalfon has not been shown to produce any additional effect beyond that obtained with aspirin alone and because aspirin increases the rate of excretion of Nalfon, the concomitant use of Nalfon and salicylates is not recommended.",aspirin,Nalfon,mechanism,Nalfon shown produce additional effect beyond obtained aspirin alone DRUG increases rate excretion OTHER_DRUG concomitant use Nalfon salicylates recommended.
3057,"Because Nalfon has not been shown to produce any additional effect beyond that obtained with aspirin alone and because aspirin increases the rate of excretion of Nalfon, the concomitant use of Nalfon and salicylates is not recommended.",Nalfon,salicylates,advise,Nalfon shown produce additional effect beyond obtained aspirin alone aspirin increases rate excretion Nalfon concomitant use DRUG OTHER_DRUG recommended.
3058,"Chronic administration of phenobarbital, a known enzyme inducer, may be associated with a decrease in the plasma half-life of fenoprofen.",phenobarbital,fenoprofen,mechanism,Chronic administration DRUG known enzyme inducer may associated decrease plasma half life OTHER_DRUG .
3059,"When phenobarbital is added to or withdrawn from treatment, dosage adjustment of Nalfon may be required.",phenobarbital,Nalfon,advise,DRUG added withdrawn treatment dosage adjustment OTHER_DRUG may required.
3060,"In patients receiving coumarin-type anticoagulants, the addition of Nalfon to therapy could prolong the prothrombin time.",coumarin-type anticoagulants,Nalfon,effect,patients receiving DRUG addition OTHER_DRUG therapy could prolong prothrombin time.
3061,Patients treated with Nalfon may be resistant to the effects of loop diuretics.,Nalfon,loop diuretics,effect,Patients treated DRUG may resistant effects OTHER_DRUG .
3062,"In patients receiving Nalfon and a steroid concomitantly, any reduction in steroid dosage should be gradual in order to avoid the possible complications of sudden steroid withdrawal.",Nalfon,steroid,advise,patients receiving DRUG OTHER_DRUG concomitantly reduction steroid dosage gradual order avoid possible complications sudden steroid withdrawal.
3063,"WelChol  decreased the Cmax and AUC of sustained-release verapamil (Calan SR ) by approximately 31% and 11%, respectively.",WelChol,verapamil,mechanism,DRUG decreased Cmax AUC sustained release OTHER_DRUG (Calan SR ) approximately 31% 11% respectively.
3064,"WelChol  decreased the Cmax and AUC of sustained-release verapamil (Calan SR ) by approximately 31% and 11%, respectively.",WelChol,Calan SR,mechanism,DRUG decreased Cmax AUC sustained release verapamil ( OTHER_DRUG ) approximately 31% 11% respectively.
3065,"Clinical implications of warfarin interactions with five sedatives.
",warfarin,sedatives,int,Clinical implications DRUG interactions five OTHER_DRUG .
3066,Barbiturates and glutethimide should not be administered to patients receiving coumarin drugs. ,Barbiturates,coumarin drugs,advise,DRUG glutethimide administered patients receiving OTHER_DRUG .
3067,Barbiturates and glutethimide should not be administered to patients receiving coumarin drugs. ,glutethimide,coumarin drugs,advise,Barbiturates DRUG administered patients receiving OTHER_DRUG .
3068,"Chloral hydrate and methaqualone interact pharmacologically with orally administered anticoagulant agents, but the effect is not clinically significant. ",Chloral hydrate,anticoagulant agents,int,DRUG methaqualone interact pharmacologically orally administered OTHER_DRUG effect clinically significant.
3069,"Chloral hydrate and methaqualone interact pharmacologically with orally administered anticoagulant agents, but the effect is not clinically significant. ",methaqualone,anticoagulant agents,int,Chloral hydrate DRUG interact pharmacologically orally administered OTHER_DRUG effect clinically significant.
3070,DIAMOX modifies phenytoin metabolism with increased serum levels of phenytoin.,DIAMOX,phenytoin,mechanism,DRUG modifies OTHER_DRUG metabolism increased serum levels phenytoin.
3071,DIAMOX modifies phenytoin metabolism with increased serum levels of phenytoin.,DIAMOX,phenytoin,mechanism,DRUG modifies phenytoin metabolism increased serum levels OTHER_DRUG .
3072,"By decreasing the gastrointestinal absorption of primidone, DIAMOX may decrease serum concentrations of primidone and its metabolites, with a consequent possible decrease in anticonvulsant effect.",DIAMOX,primidone,mechanism,decreasing gastrointestinal absorption primidone DRUG may decrease serum concentrations OTHER_DRUG metabolites consequent possible decrease anticonvulsant effect.
3073,"Caution is advised when beginning, discontinuing, or changing the dose of DIAMOX in patients receiving primidone.",DIAMOX,primidone,advise,Caution advised beginning discontinuing changing dose DRUG patients receiving OTHER_DRUG .
3074,Acetazolamide may increase the effects of other folic acid antagonists.,Acetazolamide,folic acid antagonists,effect,DRUG may increase effects OTHER_DRUG .
3075,Acetazolamide decreases urinary excretion of amphetamine and may enhance the magnitude and duration of their effect.,Acetazolamide,amphetamine,mechanism,DRUG decreases urinary excretion OTHER_DRUG may enhance magnitude duration effect.
3076,Acetazolamide reduces urinary excretion of quinidine and may enhance its effect.,Acetazolamide,quinidine,mechanism,DRUG reduces urinary excretion OTHER_DRUG may enhance effect.
3077,Acetazolamide may prevent the urinary antiseptic effect of methenamine.,Acetazolamide,methenamine,effect,DRUG may prevent urinary antiseptic effect OTHER_DRUG .
3078,Acetazolamide increases lithium excretion and the lithium may be decreased.,Acetazolamide,lithium,mechanism,DRUG increases OTHER_DRUG excretion lithium may decreased.
3079,Acetazolamide and sodium bicarbonate used concurrently increases the risk of renal calculus formation.,Acetazolamide,sodium bicarbonate,effect,DRUG OTHER_DRUG used concurrently increases risk renal calculus formation.
3080,Acetazolamide may elevate cyclosporine levels.,Acetazolamide,cyclosporine,mechanism,DRUG may elevate OTHER_DRUG levels.
3081,"Since PLETAL is extensively metabolized by cytochrome P-450 isoenzymes, caution should be exercised when PLETAL is coadministered with inhibitors of C.P.A. such as ketoconazole and erythromycin or inhibitors of CYP2C19 such as omeprazole.",PLETAL,ketoconazole,advise,Since PLETAL extensively metabolized cytochrome P 450 isoenzymes caution exercised DRUG coadministered inhibitors C.P.A. OTHER_DRUG erythromycin inhibitors CYP2C19 omeprazole.
3082,"Since PLETAL is extensively metabolized by cytochrome P-450 isoenzymes, caution should be exercised when PLETAL is coadministered with inhibitors of C.P.A. such as ketoconazole and erythromycin or inhibitors of CYP2C19 such as omeprazole.",PLETAL,erythromycin,advise,Since PLETAL extensively metabolized cytochrome P 450 isoenzymes caution exercised DRUG coadministered inhibitors C.P.A. ketoconazole OTHER_DRUG inhibitors CYP2C19 omeprazole.
3083,"Since PLETAL is extensively metabolized by cytochrome P-450 isoenzymes, caution should be exercised when PLETAL is coadministered with inhibitors of C.P.A. such as ketoconazole and erythromycin or inhibitors of CYP2C19 such as omeprazole.",PLETAL,omeprazole,advise,Since PLETAL extensively metabolized cytochrome P 450 isoenzymes caution exercised DRUG coadministered inhibitors C.P.A. ketoconazole erythromycin inhibitors CYP2C19 OTHER_DRUG .
3084,Pharmacokinetic studies have demonstrated that omeprazole and erythromycin significantly increased the systemic exposure of cilostazol and/or its major metabolites.,omeprazole,cilostazol,mechanism,Pharmacokinetic studies demonstrated DRUG erythromycin significantly increased systemic exposure OTHER_DRUG and/or major metabolites.
3085,Pharmacokinetic studies have demonstrated that omeprazole and erythromycin significantly increased the systemic exposure of cilostazol and/or its major metabolites.,erythromycin,cilostazol,mechanism,Pharmacokinetic studies demonstrated omeprazole DRUG significantly increased systemic exposure OTHER_DRUG and/or major metabolites.
3086,"Population pharmacokinetic studies showed higher concentrations of cilostazol among patients concurrently treated with diltiazem, an inhibitor of C.P.A..",cilostazol,diltiazem,mechanism,Population pharmacokinetic studies showed higher concentrations DRUG among patients concurrently treated OTHER_DRUG inhibitor C.P.A..
3087,"Animal experience indicates that clorazepate dipotassium prolongs the sleeping time after hexobarbital or after ethyl alcohol, increases the inhibitory effects of chlorpromazine, but does not exhibit monoamine oxidase inhibition.",clorazepate dipotassium,hexobarbital,effect,Animal experience indicates DRUG prolongs sleeping time OTHER_DRUG ethyl alcohol increases inhibitory effects chlorpromazine exhibit monoamine oxidase inhibition.
3088,"Animal experience indicates that clorazepate dipotassium prolongs the sleeping time after hexobarbital or after ethyl alcohol, increases the inhibitory effects of chlorpromazine, but does not exhibit monoamine oxidase inhibition.",clorazepate dipotassium,ethyl alcohol,effect,Animal experience indicates DRUG prolongs sleeping time hexobarbital OTHER_DRUG increases inhibitory effects chlorpromazine exhibit monoamine oxidase inhibition.
3089,"Animal experience indicates that clorazepate dipotassium prolongs the sleeping time after hexobarbital or after ethyl alcohol, increases the inhibitory effects of chlorpromazine, but does not exhibit monoamine oxidase inhibition.",clorazepate dipotassium,chlorpromazine,effect,Animal experience indicates DRUG prolongs sleeping time hexobarbital ethyl alcohol increases inhibitory effects OTHER_DRUG exhibit monoamine oxidase inhibition.
3090,"The actions of the benzodiazepines may be potentiated by barbiturates, narcotics, phenothiazines, monoamine oxidase inhibitors or other antidepressants.",benzodiazepines,barbiturates,effect,actions DRUG may potentiated OTHER_DRUG narcotics phenothiazines monoamine oxidase inhibitors antidepressants.
3091,"The actions of the benzodiazepines may be potentiated by barbiturates, narcotics, phenothiazines, monoamine oxidase inhibitors or other antidepressants.",benzodiazepines,narcotics,effect,actions DRUG may potentiated barbiturates OTHER_DRUG phenothiazines monoamine oxidase inhibitors antidepressants.
3092,"The actions of the benzodiazepines may be potentiated by barbiturates, narcotics, phenothiazines, monoamine oxidase inhibitors or other antidepressants.",benzodiazepines,phenothiazines,effect,actions DRUG may potentiated barbiturates narcotics OTHER_DRUG monoamine oxidase inhibitors antidepressants.
